# Constructed from biom file
#OTU ID	Blank	MBC10S	MBC11S	MBC13S	MBC14S	MBC15S	MBC16S	MBC17S	MBC19S	MBC1S	MBC20S	MBC21S	MBC22S	MBC23S	MBC24S	MBC26S	MBC27S	MBC28S	MBC29S	MBC2S	MBC30S	MBC31S	MBC32S	MBC33S	MBC3S	MBC4S	MBC5S	MBC6S	MBC7S	MBC8S	MBC9S	MBSF1	MBSF10	MBSF11	MBSF12	MBSF13	MBSF14	MBSF15	MBSF16	MBSF17	MBSF19	MBSF2	MBSF20	MBSF22	MBSF23	MBSF24	MBSF25	MBSF26	MBSF28	MBSF3	MBSF30	MBSF31	MBSF32	MBSF4	MBSF5	MBSF6	MBSF7	MBSF8	MBSF9	R1D1BW	R1D2BW	R1D3BW	R2D1BW	R2D2BW	R2D3BW	R3D1BW	R3D2BW8532	R3D3BW
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Ornithinibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005711214136934758	0.0	0.0005326777299733661	0.0	0.0005438132182866258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans	0.7769190463714959	0.4374870769866979	0.8618232255595945	0.8476531753593769	0.5353016688061617	0.02188529798584327	0.9518902123252201	0.8003046310399585	0.675027655578709	0.6957151344125947	0.1188441310064547	0.5030122520815	0.5313910453150388	0.6106889957099292	0.8570844463828163	0.8825924669155073	0.9222929015469135	0.6896080023938785	0.557003704211826	0.1762615255658005	0.4758378799688231	0.7368214492274643	0.7586439004689358	0.8744067600416715	0.48228293210711387	0.8603061697850626	0.6518104259993722	0.5828360329639102	0.8137428786412985	0.6707517834278398	0.8530712974388298	0.12769441693959935	0.08605831306488905	0.025939556150328984	0.033078490218843785	0.26460940654016957	0.05472040087424703	0.08066908841933092	0.2082829869502175	0.058735971647962196	0.11435280904612401	0.22252511639304093	0.19189125573731905	0.42289234460800146	0.20222532681369124	0.0420013597562511	0.03140197610192989	0.15832617906893018	0.10350735738762347	0.16758729851083762	0.13931571399303422	0.30074421901302384	0.18293876663162092	0.27519528748879496	0.2159907690088704	0.1696901267093213	0.13121754325515	0.08935286861818947	0.07196884354179407	0.0592317817398588	0.13960378637607654	0.1360646752534941	0.07166123778501629	0.07869437122034424	0.0894620124954688	0.07750159899428773	0.029374113413832476	0.08441512876289384
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium	0.0	0.0	0.0006217715706906447	0.0	0.0002941805733846812	0.0015516247727978012	0.0	0.0	0.003936096318592266	0.0	0.0006873057614152522	0.03587626074595546	0.0017376782812782092	0.0	0.01793599738319795	0.0	0.0006987615054696159	0.0004702261360235968	0.0004664563040197558	0.0008382229673093043	0.0002479982994402324	0.0001032801784681484	0.0	0.0	0.0	0.0	0.00019973178874083374	0.0004133405667932522	0.0	0.0006097189195780745	0.0003310560688596623	0.008568817122400792	0.013632405488994985	0.0004460800713728114	0.0018182216477907512	0.0037595882115462253	0.00045311583773122236	0.0012267254987732745	0.00033228612856452393	0.0015593620791494389	0.0023483166143400463	0.009219554030874785	0.016152759797575616	0.0014304831341424022	0.012947809599840335	0.01755092790773802	0.006645688004753208	0.004874131103049102	0.011556809782973862	0.020447717802112606	0.013112067199344397	0.0027022237972889164	0.00822970670340427	0.0020169035728006147	0.005553018101396668	0.005494919081671058	0.005513031921439295	0.004181834591895063	0.00411986224210628	0.0072992700729927005	0.0073317096442112135	0.0179672513017265	0.03780403718585796	0.035406006099136814	0.03402136597223703	0.03709666747535343	0.000899560599245753	0.040628727808574835
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea	0.004427560911710767	0.0013439933834171894	0.005930744212741534	0.0007871079995028791	0.004813863928112966	0.005556294424494983	0.0004919730709476955	0.0021713063486405028	0.0005145223945872244	0.0009653943264518046	0.0	0.0	0.00022567250406210507	0.0072879516204062645	0.0005724254483999346	0.0009274968894921389	0.00043371403787769266	0.003248835121617578	0.0	0.0006370494551550713	0.0006731382413377737	0.0003718086424853342	0.0008526105589086585	0.0007176756569047344	0.0008565503561446218	0.0	0.0009701258310269068	0.000981683846133974	0.00040309577555627216	0.0	0.0004514400938995395	0.0015233452662045852	0.0007206557967750653	0.002854912456785993	0.00470985125632544	0.0006560355268469924	0.002158963697425236	0.0032807774967192225	0.0004833252779120348	0.004394565859421146	0.004415856242182914	9.188924283263906e-05	0.00041191008591267506	0.00032301232061280054	0.0005987426404550444	0.00045325208370055144	0.0005501397354928151	0.0008031238749342269	0.0	0.004070161837387344	0.0	0.0	0.0	0.0010884876424638239	0.0005769369455996538	0.0006523648224814955	0.0012675051069380523	0.0009025542284665604	0.001351829798191123	0.0007478760320689243	0.0005021718934391243	0.0	0.0	0.0001292190003618132	0.0002238949186515129	0.0	0.0016261287755596305	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000540491847581299	0.0	0.0	0.0003027856277755349	0.0	0.0	0.0	0.0	0.0	0.00015314873805439844	0.00038248793691891256	0.00048451848091920076	0.0005737950304360842	0.0010072268526678922	0.0009462403450476421	0.0017447173834778033	0.0030571793321238997	0.00041993733242885295	0.0010653554599467322	0.0	0.002211507087698945	0.0007363298757843514	0.0007692492607995385	0.0	0.00043070561886244494	0.0	0.0	0.0005983008256551394	0.0011549953549099858	0.0007536311318169361	0.00021398511614636583	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Ferribacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012948434762738974	0.0009008197459688316	0.0	0.0	0.0012868389180460233	0.0	0.0	0.002265587240212663	0.0	0.0	0.000490075961774075	0.0009415087678004002	0.0005998800239952009	0.0028190799321425007	0.005514567018356709	0.003300838412956891	0.0030463319394056884	0.00705502922797823	0.0007752689214071131	0.009547223929522638	0.004739966332949411	0.006489504404887068	0.0014086310667178897	0.0006971321425995817	0.0004265462300840547	0.0018335753488715513	0.001143235356057643	0.031671440986192026	0.0007179609907861673	0.0006779320561428177	0.00037681556590846805	0.0006419553484390975	0.00020675040057890112	0.0007783013838838306	0.0007057629959639179	0.0	0.000385937828924286
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium-Methylorubrum	0.0	0.0	0.0006696001530514636	0.00018642031567173454	0.0	0.0	0.0	0.0	0.0	0.0013738303876429526	0.00035859431030360985	0.0	0.0	0.0003101256008683517	0.0	0.0	0.0	0.001325182746975591	0.0	0.0	0.0011337065117267768	0.0	0.00015705983979896342	0.0004167148975575877	0.0	0.0	0.00034239735212714356	0.0	0.00016123831022250886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium	0.0037987948650772857	0.14277345096147218	0.0005739429883298259	0.021935457144040764	0.005749893025246042	0.2897400659071094	0.006784049715173485	0.00314353307191237	0.0009261403102570039	0.2012104559631665	0.0605725555821181	0.0010604932421760418	0.02351507492327135	0.06905463379335297	0.0013901760889712697	0.004320778192512159	0.0001204761216326924	0.0006839652887615954	0.006393195225682535	0.0438558256496228	0.0013108481541840855	0.004337767495662233	0.0074042495905225604	0.0009260331056835282	0.0036065278153457757	0.02829751043760631	0.006191685450965846	0.008731819473507454	0.004111576910673976	0.003322968111700506	0.007072561471092786	0.013024602026049204	0.007686995165600697	0.41849001895840304	0.3311354027470481	0.022607993540573273	0.3326136787675249	0.10478518039521482	0.019272595456742387	0.16333136444181925	0.11966204660897976	0.0023891203136486155	0.0024126162174885253	0.02318767015827604	0.0015966470412134518	0.0026439704882532168	0.0014743744911207446	0.08211249273034424	0.03097493784855204	0.002616532609749007	0.004015570579799221	0.01382121024187118	0.022441358807961425	0.033422973492124475	0.007836726844395297	0.010086563793752352	0.0021535280943122247	0.002015704443575318	0.003476133766777173	0.007149694866578916	0.001908253195068672	0.00178130994793094	0.0020447466653986065	0.0016798470047035717	0.004360620082308037	0.0018746829580291568	0.3809466145382832	0.010490491895305593
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas	0.0	0.0	0.0	0.0	0.0	0.024752109470822067	0.0	0.0001944453446543734	0.0	0.0	0.0	0.0	0.0	0.0	0.00010903341874284468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023954499832719973	0.028083857258647506	0.0	0.014872861026707181	0.010232221989767778	0.0	0.014105138806851743	0.016923194731602725	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019689399719426053	0.0	0.0	0.0	0.0	0.0	0.0002615373641788916	0.0	0.0001492632791010086	0.0	0.01949624606442238	0.0
d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.657554177195804e-05	0.0	0.0	0.0	0.0	0.001913731020068995	0.0009682459344673547	0.00011077570688747958	0.0005039306591413022	0.0	0.0009014546199549272	0.0	0.000652575861943951	0.0	0.0	0.0	0.0	0.0	9.655927129936593e-05	0.0	0.0	0.0	0.0	5.168760014472528e-05	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Pseudarcicella	0.0	0.0	0.0	0.0	0.0	7.388689394275244e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08740193464848808	0.12116025583280786	0.0	0.0001095314245657079	0.28000100928542593	0.0	0.0001236234998763765	0.2510572740454326	0.0023390431187241584	0.0010720575848074125	0.07657436902719922	0.16547016594092032	0.1300816759724978	0.23585470511924958	0.03258378868380631	0.023611997447351627	0.19892547564319144	0.046092857622791104	0.12507671932034758	0.09911903298504404	0.1348896961105697	0.1070586955733604	0.1371174286080164	0.10606024183273637	0.1959603562915569	0.1573552213826881	0.11817443364722163	0.12961472850751554	0.04364604523154242	0.26153112210309587	0.1892470539873938	0.11502888799067976	0.10810461570269292	0.10498539352197368	0.12269248582960235	0.0	0.09964213037681566
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium	0.0	0.0	0.0	0.0	0.0	0.012856319546038924	0.0	0.0	0.0	0.0	0.0006873057614152522	0.0	0.0	0.0	0.0002998419015428229	0.0	0.0004819044865307696	0.0	0.0	0.0002347024308466052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005979130169852997	0.003483169684412816	0.0027433924389427904	0.004775570111064865	0.0014129995962858296	0.004424542886081347	0.003347343996652656	0.0009364427259545674	0.010017720023626699	0.008882762845547133	0.00027566772849791716	0.0009415087678004002	0.00023072308615200036	0.0017962279213651331	0.0074534787097424015	0.006403626521136368	0.0007477360214904872	0.006114358664247799	0.0007752689214071131	0.003400942429829953	0.0007087800124036503	0.0035891672406917303	0.0008323729030605712	0.0009856006153994086	0.000301091456529921	0.0012798109817626934	0.0010529799332109871	0.002092117544819595	0.0035898049539308365	0.000954126597534336	0.00047958344751986845	0.00019020899213010296	0.0006719388018814286	0.0017058660468686696	0.0006395977150923006	0.011434799155796977	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;__	0.0	0.0017919911778895858	0.0	0.00020713368407970504	0.0	0.0005024308788107166	0.0	0.0	0.00023153507756425097	0.00037130551017377096	0.0016435572555582119	0.0	0.0	0.0006202512017367033	0.0	0.0	0.0	0.0	0.0	0.0008046940486169321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008759235280676365	0.000750683121640693	6.691201070592172e-05	0.0001095314245657079	0.0003280177634234962	0.0	0.0	0.0004531174480425326	0.00018901358535144714	0.0	0.0	0.00035306578792515005	0.0	0.00042410937032232314	0.0021151763906025736	0.002134542173712123	0.0006369603146030076	0.001914936504736948	0.0	0.0	0.0004429875077522814	0.0	0.0	0.0	0.0009283653243005896	0.0	0.0	0.0003862370851974637	0.0007478760320689243	0.001205212544253898	0.001473006303096739	0.0006419553484390975	0.0012663462035457694	0.0013646928374949356	0.0007278180895877903	0.0	0.0012279840011227283
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Pseudorhodoferax	0.0	0.0	0.0	0.0	0.0	0.0006797594242733224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005129920820787331	0.0005695634077416811	0.0	0.0	0.000399398999600601	0.0	0.0005197873597164797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003687768899815612	0.0	0.0005075590037341841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046707954191606407	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium	0.0	0.0	0.0	0.0	0.0	0.00020688330303970682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017899306877903877	0.00171155751734078	0.0	0.0	0.0006055712555510698	0.0	0.0	0.0015103914934751087	0.0	0.0	0.0	0.0	0.0014997000599880025	0.0002993713202275222	0.00027698738448367035	0.00044011178839425215	0.0010246752887091862	0.004031445273130417	0.0	0.0006146281499692685	0.001594755027908213	0.0007613385056012762	0.0020169035728006147	0.0005769369455996538	0.0008029105507464559	0.0005414584922842165	0.000691958241824363	0.0013840162219575783	0.0014658370228550915	7.532578401586863e-05	0.0	0.0	0.0	0.00023455658144444207	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Rhodoluna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042894630601534114	0.0	0.0	0.0009062348960850652	0.0	0.0	0.0007044841950502328	0.0	0.0008306031101472013	0.0011226424508532084	0.0	0.0	0.0016062477498684539	0.0	0.000678360306231224	0.0	0.0	0.000652575861943951	0.0008003585606351645	0.0011298348517993222	0.0020574582862877932	0.0011198346090423568	0.0008423839465687896	0.0009977791367601146	0.00017949024769654183	0.00035152032540738693	0.0005652233488627021	0.0	0.0	0.0	0.0	0.0	0.0
